Date_Time,CH_3_mV,CH_4_mV
2019-03-14 00:30:33.759303,13.164697468046045,11.080863207284198
2019-03-14 00:30:33.760896,13.175924401592145,11.091417005628388
2019-03-14 00:30:33.761050,13.184410713244763,11.094975005981327
2019-03-14 00:30:33.761149,13.195733808962562,11.115457548553652
2019-03-14 00:30:33.785714,13.20705690468036,11.106754872014706
2019-03-14 00:30:33.785950,13.209581161687513,11.129208739106902
2019-03-14 00:30:33.786051,13.209484999515812,11.117212508187196
2019-03-14 00:30:33.786140,13.20888398594268,11.109928223680841
2019-03-14 00:30:33.818528,13.210903391548403,11.132694617831065
2019-03-14 00:30:33.818732,13.213018959325826,11.123895779120419
2019-03-14 00:30:33.818856,13.220423446546807,11.12257354925953
2019-03-14 00:30:33.819003,13.232612001809915,11.14038759156715
2019-03-14 00:30:33.840643,13.238862542970484,11.12449679269355
2019-03-14 00:30:33.840845,13.251579990177948,11.15418686320625
2019-03-14 00:30:33.840946,13.248839368284468,11.114760372808819
2019-03-14 00:30:33.858514,13.246964205936298,11.106298101699126
2019-03-14 00:30:33.858715,13.248454719597664,11.128006711960639
2019-03-14 00:30:33.858816,13.25076261171849,11.125674779296888
2019-03-14 00:30:33.860927,13.256460220391777,11.134762104522638
2019-03-14 00:30:33.861125,13.265331180731199,11.128824090420098
2019-03-14 00:30:33.861249,13.276726398077773,11.161831755856484
2019-03-14 00:30:33.861345,13.28730423696489,11.172938486687958
2019-03-14 00:30:33.868434,13.289660210171565,11.179285190020227
2019-03-14 00:30:33.868665,13.290669912974428,11.189262015334211
2019-03-14 00:30:33.868786,13.28958808854279,11.193757596861236
2019-03-14 00:30:33.868879,13.290405467002248,11.179838122507508
2019-03-14 00:30:33.883511,13.296127116218463,11.207148179270607
2019-03-14 00:30:33.883713,13.30543080633054,11.1927719346013
2019-03-14 00:30:33.883812,13.311513063690631,11.175631027495587
2019-03-14 00:30:33.885900,13.316826023677114,11.18866100176108
2019-03-14 00:30:33.886054,13.328389524824166,11.201186124625142
2019-03-14 00:30:33.886153,13.326778808448173,11.192988299487627
2019-03-14 00:30:33.886244,13.322403429635775,11.205273016922437
2019-03-14 00:30:33.934618,13.326658605733547,11.240252006878695
2019-03-14 00:30:33.934831,13.327259619306679,11.235852587523372
2019-03-14 00:30:33.934937,13.332596619836087,11.233688938660098
2019-03-14 00:30:33.956702,13.344857296727971,11.257561197784884
2019-03-14 00:30:33.956905,13.348535499795537,11.24215120976979
2019-03-14 00:30:33.957005,13.3611567848313,11.267153374412064
2019-03-14 00:30:33.957097,13.363464676952125,11.261503846824628
2019-03-14 00:30:34.014607,13.362262649805862,11.241454034024958
2019-03-14 00:30:34.014806,13.358560406195371,11.251671264768195
2019-03-14 00:30:34.014906,13.357983433165165,11.247440129213349
2019-03-14 00:30:34.068696,13.3658206501588,11.267105293326214
2019-03-14 00:30:34.068898,13.376061921444963,11.287611876441463
2019-03-14 00:30:34.068997,13.380701746229539,11.253594508202216
2019-03-14 00:30:34.069088,13.389765030912363,11.26530225260682
2019-03-14 00:30:34.069178,13.39409232863891,11.270951780194256
2019-03-14 00:30:34.115449,13.398419626365458,11.29011209290569
2019-03-14 00:30:34.115647,13.394789504383743,11.288381173815072
2019-03-14 00:30:34.115744,13.394885666555444,11.29367009325863
2019-03-14 00:30:34.133653,13.395077990898846,11.294415350089315
2019-03-14 00:30:34.133908,13.398275383107906,11.297564661212524
2019-03-14 00:30:34.134012,13.404622086440176,11.277803334927956
2019-03-14 00:30:34.157947,13.412964154835242,11.289679363133036
2019-03-14 00:30:34.158132,13.42318138557848,11.312325554568636
2019-03-14 00:30:34.158231,13.426667264302644,11.319730041789617
2019-03-14 00:30:34.188657,13.430826278228714,11.330644448277686
2019-03-14 00:30:34.188857,13.427508683305028,11.323360163771332
2019-03-14 00:30:34.188956,13.427316358961626,11.332327286282455
2019-03-14 00:30:34.189047,13.427340399504551,11.328528880500263
2019-03-14 00:30:34.189136,13.434744886725532,11.32828847507101
2019-03-14 00:30:34.214272,13.443014833491823,11.327759583126655
2019-03-14 00:30:34.214616,13.450779928856683,11.341222287164802
2019-03-14 00:30:34.214781,13.456910267302625,11.345789990320602
2019-03-14 00:30:34.232204,13.458160375534739,11.343842706343656
2019-03-14 00:30:34.232404,13.4569823889314,11.370431546818997
2019-03-14 00:30:34.232502,13.46337717334952,11.389952467674311
2019-03-14 00:30:34.232592,13.459410483766852,11.3707200333341
2019-03-14 00:30:34.237433,13.462487673261286,11.375624304090854
2019-03-14 00:30:34.237632,13.469459430709612,11.363676154256998
2019-03-14 00:30:34.237730,13.478642918107063,11.380648777562234
2019-03-14 00:30:34.237879,13.483258702348714,11.378220682726782
2019-03-14 00:30:34.258109,13.49018237871119,11.391995913822958
2019-03-14 00:30:34.258316,13.488884189393225,11.37656188526494
2019-03-14 00:30:34.258418,13.487513878446485,11.37473480400262
2019-03-14 00:30:34.308103,13.485758918812941,11.391106413734724
2019-03-14 00:30:34.308304,13.489605405680983,11.413391997026443
2019-03-14 00:30:34.308404,13.491408446400378,11.38112958842074
2019-03-14 00:30:34.333026,13.501289109542661,11.414545943086855
2019-03-14 00:30:34.333228,13.509607137394802,11.403775779856337
2019-03-14 00:30:34.333327,13.518910827506879,11.409208942557447
2019-03-14 00:30:34.333419,13.516025962355847,11.413993010599574
2019-03-14 00:30:34.338428,13.517083746244559,11.420483957189397
2019-03-14 00:30:34.338629,13.516506773214353,11.43534101271721
2019-03-14 00:30:34.338728,13.519247395107833,11.441158824105123
2019-03-14 00:30:34.338819,13.519752246509263,11.431831093450121
2019-03-14 00:30:34.365555,13.528503004134059,11.448250784268076
2019-03-14 00:30:34.365631,13.535931531897965,11.451856865706866
2019-03-14 00:30:34.365658,13.544586127351062,11.46781978620924
2019-03-14 00:30:34.391127,13.544273600293034,11.45863629881179
2019-03-14 00:30:34.391201,13.546581492413859,11.440269324016889
2019-03-14 00:30:34.391226,13.540186707995739,11.447361284179841
2019-03-14 00:30:34.413792,13.543095613689696,11.474887705829268
2019-03-14 00:30:34.413960,13.543191775861397,11.449356649242638
2019-03-14 00:30:34.414040,13.54494673549494,11.461400961248195
2019-03-14 00:30:34.414113,13.551966574029118,11.470848894617824
2019-03-14 00:30:34.414183,13.561222183055344,11.471329705476329
2019-03-14 00:30:34.414253,13.570261427195243,11.494865397000162
2019-03-14 00:30:34.414323,13.573915589719883,11.49888016766868
2019-03-14 00:30:34.414393,13.569660413622112,11.492172856192532
2019-03-14 00:30:34.414463,13.570069102851841,11.504337370912715
2019-03-14 00:30:34.414532,13.57042971099572,11.511381249989817
2019-03-14 00:30:34.414601,13.571920224657086,11.503063222137676
2019-03-14 00:30:34.414671,13.579300671335142,11.495322167315742
2019-03-14 00:30:34.414740,13.584854036750878,11.488711018011294
2019-03-14 00:30:34.414809,13.594830862064862,11.505900006202857
2019-03-14 00:30:34.414879,13.598100375902698,11.524940116199666
2019-03-14 00:30:34.414948,13.60016786259427,11.514073790797447
2019-03-14 00:30:34.415018,13.595792483781873,11.516117236946094
2019-03-14 00:30:34.415087,13.594902983693638,11.544845685741786
2019-03-14 00:30:34.415157,13.59596076758235,11.539604847384076
2019-03-14 00:30:34.415227,13.600961200510804,11.544052347825252
2019-03-14 00:30:34.415296,13.611827525913023,11.566770660889626
2019-03-14 00:30:34.415367,13.614880674864532,11.552009767533514
2019-03-14 00:30:34.415437,13.620986972767549,11.560640322443684
2019-03-14 00:30:34.415506,13.624424770405861,11.560784565701235
2019-03-14 00:30:34.415576,13.620506161909043,11.560520119729057
2019-03-14 00:30:34.443667,13.620530202451969,11.566722579803775
2019-03-14 00:30:34.443870,13.62117929711095,11.558043943807755
2019-03-14 00:30:34.443971,13.623799716289804,11.559702741269598
2019-03-14 00:30:34.444063,13.623799716289804,11.5530435108793
2019-03-14 00:30:34.444152,13.633704419975013,11.571194120787874
2019-03-14 00:30:34.444241,13.643825488546549,11.58583481142936
2019-03-14 00:30:34.444331,13.64940289450521,11.60552401608515
2019-03-14 00:30:34.444565,13.644714988634783,11.589488973954
2019-03-14 00:30:34.444704,13.646229542839075,11.605163407941271
2019-03-14 00:30:34.444801,13.644763069720634,11.601437123787855
2019-03-14 00:30:34.444889,13.645219840036214,11.608505043407883
2019-03-14 00:30:34.483759,13.650100070250042,11.597157907147158
2019-03-14 00:30:34.483961,13.654499489605366,11.584031770709965
2019-03-14 00:30:34.484061,13.66077407130886,11.596749217917429
2019-03-14 00:30:34.484153,13.669909477620461,11.628987585980207
2019-03-14 00:30:34.484242,13.671784639968632,11.61826550383554
2019-03-14 00:30:34.484330,13.670823018251621,11.613048706020757
2019-03-14 00:30:34.484418,13.667769869300113,11.640575127670184
2019-03-14 00:30:34.484504,13.666062990752419,11.619467530981803
2019-03-14 00:30:34.484591,13.667433301699159,11.634228424337914
2019-03-14 00:30:34.484678,13.672722221142717,11.640166438440454
2019-03-14 00:30:34.484764,13.681977830168943,11.656105318399904
2019-03-14 00:30:34.484851,13.687459073955903,11.648340223035044
2019-03-14 00:30:34.484938,13.693541331315995,11.66175484598734
2019-03-14 00:30:34.485024,13.692796074485312,11.65348489922105
2019-03-14 00:30:34.485111,13.69123343919517,11.654879250710716
2019-03-14 00:30:34.485196,13.687651398299305,11.649013358236951
2019-03-14 00:30:34.485283,13.688348574044138,11.66810154931961
2019-03-14 00:30:34.485369,13.696570439724578,11.668991049407847
2019-03-14 00:30:34.485456,13.701979561882762,11.652667520761591
2019-03-14 00:30:34.485543,13.70955233290422,11.673654914735348
2019-03-14 00:30:34.485629,13.71690873903935,11.666995684345048
2019-03-14 00:30:34.485717,13.71731742826908,11.700484160639942
2019-03-14 00:30:34.485845,13.717125103925678,11.681684456072386
2019-03-14 00:30:34.485935,13.711307292537764,11.680722834355375
2019-03-14 00:30:34.486022,13.71051395462123,11.698320511776668
2019-03-14 00:30:34.486109,13.712268914254775,11.70404216099288
2019-03-14 00:30:34.486197,13.71722126609738,11.700195674124839
2019-03-14 00:30:34.486284,13.721644725995628,11.694834633052505
2019-03-14 00:30:34.518733,13.73061184850675,11.70760016134582
2019-03-14 00:30:34.518928,13.733328429857306,11.692743105818007
2019-03-14 00:30:34.519028,13.73873755201549,11.722577419588259
2019-03-14 00:30:34.519118,13.739627052103724,11.711542810385563
2019-03-14 00:30:34.519208,13.732270645968594,11.70856178306283
2019-03-14 00:30:34.519296,13.731333064794509,11.723899649449148
2019-03-14 00:30:34.519384,13.736165213922487,11.72231297361608
2019-03-14 00:30:34.519471,13.74239171454013,11.743973502791743
2019-03-14 00:30:34.519558,13.753185918313573,11.747218976086653
2019-03-14 00:30:34.519644,13.756359269979708,11.73916539420669
