Subject,Date_Time,CH_1_mV,CH_2_mV,Target
exp_yn,2019-03-04 20:48:51.428554,-8.175082783907587,-0.8668298562562294,relax
exp_yn,2019-03-04 20:48:51.428918,-8.16998618880743,-0.8655557074811905,relax
exp_yn,2019-03-04 20:48:51.429061,-8.168014864287558,-0.8650268155368347,relax
exp_yn,2019-03-04 20:48:51.429211,-8.167678296686605,-0.8645940857641802,relax
exp_yn,2019-03-04 20:48:51.429361,-8.174073081104726,-0.8669019778850052,relax
exp_yn,2019-03-04 20:48:51.429507,-8.176717540826505,-0.8656278291099663,relax
exp_yn,2019-03-04 20:48:51.429653,-8.177631081457665,-0.863319936989141,relax
exp_yn,2019-03-04 20:48:51.429802,-8.175900162367046,-0.8675510725439873,relax
exp_yn,2019-03-04 20:48:51.429954,-8.172221959299481,-0.8654835858524147,relax
exp_yn,2019-03-04 20:48:51.430099,-8.162725944844,-0.8638969100193473,relax
exp_yn,2019-03-04 20:48:51.430244,-8.173159540473565,-0.8686328969756242,relax
exp_yn,2019-03-04 20:48:51.430393,-8.17231812147118,-0.8644017614207778,relax
exp_yn,2019-03-04 20:48:51.430544,-8.171524783554647,-0.863319936989141,relax
exp_yn,2019-03-04 20:48:51.430694,-8.175251067708063,-0.8668779373420801,relax
exp_yn,2019-03-04 20:48:51.430853,-8.176717540826505,-0.8667096535416031,relax
exp_yn,2019-03-04 20:48:51.431008,-8.17532318933684,-0.8681280455741937,relax
exp_yn,2019-03-04 20:48:51.431162,-8.169601540120626,-0.8682722888317452,relax
exp_yn,2019-03-04 20:48:51.431318,-8.162461498871822,-0.8635122613325431,relax
exp_yn,2019-03-04 20:48:51.431473,-8.167341729085651,-0.8676472347156884,relax
exp_yn,2019-03-04 20:48:51.431627,-8.168952445461644,-0.858583950032864,relax
exp_yn,2019-03-04 20:48:51.431779,-8.178881189689777,-0.8680078428595673,relax
exp_yn,2019-03-04 20:48:51.431933,-8.177823405801067,-0.8643055992490768,relax
exp_yn,2019-03-04 20:48:51.432088,-8.175202986622214,-0.8635603424183936,relax
exp_yn,2019-03-04 20:48:51.432244,-8.17760704091474,-0.8637526667617957,relax
exp_yn,2019-03-04 20:48:51.432392,-8.174962581192961,-0.8678635996020158,relax
exp_yn,2019-03-04 20:48:51.432501,-8.176813702998206,-0.8607475988961377,relax
exp_yn,2019-03-04 20:48:51.432589,-8.172630648529209,-0.8615409368126714,relax
exp_yn,2019-03-04 20:48:51.432676,-8.170875688895665,-0.8609880043253904,relax
exp_yn,2019-03-04 20:48:51.432761,-8.1719575133273,-0.8592570852347714,relax
exp_yn,2019-03-04 20:48:51.432846,-8.17472217576371,-0.8605552745527356,relax
exp_yn,2019-03-04 20:48:51.432985,-8.176332892139701,-0.8634641802466926,relax
exp_yn,2019-03-04 20:48:51.498177,-8.179289878919509,-0.8637286262188705,relax
exp_yn,2019-03-04 20:48:51.498380,-8.18126120343938,-0.8624304369009063,relax
exp_yn,2019-03-04 20:48:51.498480,-8.182102622441764,-0.8601465853230061,relax
exp_yn,2019-03-04 20:48:51.498570,-8.176477135397253,-0.8648344911934326,relax
exp_yn,2019-03-04 20:48:51.638561,-8.175924202909973,-0.86779147797324,relax
exp_yn,2019-03-04 20:48:51.638760,-8.171524783554647,-0.8615649773555967,relax
exp_yn,2019-03-04 20:48:51.638860,-8.175299148793915,-0.8615168962697461,relax
exp_yn,2019-03-04 20:48:51.638947,-8.173111459387714,-0.8630314504740378,relax
exp_yn,2019-03-04 20:48:51.639034,-8.168880323832868,-0.8618534638706998,relax
exp_yn,2019-03-04 20:48:51.639120,-8.174770256849559,-0.8627910450447852,relax
exp_yn,2019-03-04 20:48:51.639205,-8.179482203262909,-0.8637767073047209,relax
exp_yn,2019-03-04 20:48:51.639290,-8.182222825156389,-0.8657239912816673,relax
exp_yn,2019-03-04 20:48:51.639375,-8.17892927077563,-0.8642815587061515,relax
