Subject,Date_Time,CH_1_mV,CH_2_mV,Target
rommel,2019-03-03 19:23:47.144744,-0.12921791822329182,-2.8465685661516864,relax
rommel,2019-03-03 19:23:47.144829,-0.12789568836240234,-2.8460637147502563,relax
rommel,2019-03-03 19:23:47.144914,-0.13027570211200346,-2.8467849310380138,relax
rommel,2019-03-03 19:23:47.145001,-0.13493956743950455,-2.8481792825276786,relax
rommel,2019-03-03 19:23:47.145087,-0.13183833740214554,-2.8480590798130527,relax
rommel,2019-03-03 19:23:47.145173,-0.1296266074530213,-2.8434673361143274,relax
rommel,2019-03-03 19:23:47.145259,-0.12967468853887185,-2.8449818903186186,relax
rommel,2019-03-03 19:23:47.145346,-0.13282399966208136,-2.84918898533054,relax
rommel,2019-03-03 19:23:47.145432,-0.13267975640452978,-2.8462560390936584,relax
rommel,2019-03-03 19:23:47.145520,-0.13191045903092136,-2.8445251200030386,relax
rommel,2019-03-03 19:23:47.145606,-0.13263167531867925,-2.8460156336644054,relax
rommel,2019-03-03 19:23:47.145692,-0.1281120532487297,-2.847097458096042,relax
rommel,2019-03-03 19:23:47.145779,-0.13248743206112767,-2.844693403803516,relax
rommel,2019-03-03 19:23:47.145865,-0.14022848688306255,-2.8427220792836443,relax
rommel,2019-03-03 19:23:47.145952,-0.13621371621454353,-2.842698038740719,relax
rommel,2019-03-03 19:23:47.146038,-0.13520401341168245,-2.8438760253440565,relax
rommel,2019-03-03 19:23:47.213729,-0.1331846078059603,-2.847434025696996,relax
rommel,2019-03-03 19:23:47.213981,-0.13323268889181086,-2.847097458096042,relax
rommel,2019-03-03 19:23:47.214140,-0.13313652672010978,-2.8466887688663127,relax
rommel,2019-03-03 19:23:47.214328,-0.12960256691009606,-2.848900498815437,relax
rommel,2019-03-03 19:23:47.214482,-0.13224702663187504,-2.8480109987272018,relax
rommel,2019-03-03 19:23:47.214628,-0.12854478302138445,-2.850631417906056,relax
rommel,2019-03-03 19:23:47.214769,-0.12513102592599698,-2.8510881882216363,relax
rommel,2019-03-03 19:23:47.214914,-0.12878518845063708,-2.8494534313027184,relax
rommel,2019-03-03 19:23:47.215056,-0.1320066212026224,-2.8497659583607464,relax
rommel,2019-03-03 19:23:47.215199,-0.12789568836240234,-2.8498621205324475,relax
rommel,2019-03-03 19:23:47.283243,-0.13013145885445185,-2.847530187868697,relax
rommel,2019-03-03 19:23:47.283353,-0.1475368119323427,-2.8696715279028653,relax
rommel,2019-03-03 19:23:47.283397,-0.1509505690277301,-2.8729410417407006,relax
rommel,2019-03-03 19:23:47.283436,-0.15126309608575855,-2.874022866172337,relax
rommel,2019-03-03 19:23:47.283473,-0.14849843364935322,-2.8696715279028653,relax
rommel,2019-03-03 19:23:47.283510,-0.15486917752454807,-2.8698157711604164,relax
rommel,2019-03-03 19:23:47.283547,-0.14919560939418589,-2.869503244102388,relax
rommel,2019-03-03 19:23:47.283583,-0.1462626631573037,-2.869767690074567,relax
rommel,2019-03-03 19:23:47.283620,-0.14847439310642796,-2.8679165682693206,relax
rommel,2019-03-03 19:23:47.283656,-0.15268148811834908,-2.8745757986596185,relax
rommel,2019-03-03 19:23:47.353110,-0.14933985265173744,-2.866402014065029,relax
rommel,2019-03-03 19:23:47.353306,-0.1468636767304353,-2.866402014065029,relax
rommel,2019-03-03 19:23:47.353407,-0.14688771727336056,-2.8706571901628006,relax
rommel,2019-03-03 19:23:47.353499,-0.14943601482343852,-2.8694311224736118,relax
rommel,2019-03-03 19:23:47.560384,-0.15174390694426382,-2.8709456766779033,relax
rommel,2019-03-03 19:23:47.560500,-0.15592696141325968,-2.869214757587285,relax
rommel,2019-03-03 19:23:47.560548,-0.15563847489815652,-2.8679406088122463,relax
rommel,2019-03-03 19:23:47.560591,-0.14768105518989427,-2.87015233876137,relax
rommel,2019-03-03 19:23:47.560633,-0.14763297410404375,-2.8661616086357764,relax
rommel,2019-03-03 19:23:47.560674,-0.14693579835921108,-2.8690224332438827,relax
rommel,2019-03-03 19:23:47.560716,-0.14703196053091214,-2.8695994062740886,relax
rommel,2019-03-03 19:23:47.560757,-0.1532103800627049,-2.867892527726396,relax
rommel,2019-03-03 19:23:47.560798,-0.15325846114855546,-2.8703446631047718,relax
rommel,2019-03-03 19:23:47.560839,-0.1482580282201006,-2.873229528255804,relax
rommel,2019-03-03 19:23:47.560880,-0.14681559564458474,-2.871739014594437,relax
rommel,2019-03-03 19:23:47.560921,-0.15071016359847747,-2.870368703647697,relax
rommel,2019-03-03 19:23:47.560962,-0.15030147436874802,-2.8699600144179684,relax
rommel,2019-03-03 19:23:47.561002,-0.15359502874950912,-2.8686858656429286,relax
rommel,2019-03-03 19:23:47.561044,-0.15030147436874802,-2.8668828249235343,relax
rommel,2019-03-03 19:23:47.561085,-0.15119097445698276,-2.872700636311448,relax
rommel,2019-03-03 19:23:47.561126,-0.14662327130118266,-2.8701282982184444,relax
rommel,2019-03-03 19:23:47.561166,-0.14578185229879845,-2.8707293117915764,relax
rommel,2019-03-03 19:23:47.561207,-0.14645498750070582,-2.8699840549608933,relax
rommel,2019-03-03 19:23:47.561247,-0.14758489301819322,-2.8696955684457897,relax
rommel,2019-03-03 19:23:47.561288,-0.14645498750070582,-2.867772325011768,relax
rommel,2019-03-03 19:23:47.561329,-0.15039763654044905,-2.8690464737868084,relax
rommel,2019-03-03 19:23:47.628690,-0.1530661368051533,-2.87467196083132,relax
rommel,2019-03-03 19:23:47.628873,-0.1565760560722418,-2.873710339114308,relax
rommel,2019-03-03 19:23:47.628963,-0.15462877209529546,-2.8731814471699533,relax
rommel,2019-03-03 19:23:47.629047,-0.1514313798862354,-2.874143068886964,relax
rommel,2019-03-03 19:23:47.629125,-0.15013319056827115,-2.874888325717647,relax
rommel,2019-03-03 19:23:47.629203,-0.14962833916684062,-2.8723640687104943,relax
rommel,2019-03-03 19:23:47.703355,-0.14397881157940368,-2.872628514682672,relax
rommel,2019-03-03 19:23:47.703561,-0.14768105518989427,-2.8727967984831486,relax
rommel,2019-03-03 19:23:47.703663,-0.14972450133854168,-2.872989122826551,relax
rommel,2019-03-03 19:23:47.703754,-0.15186410965889013,-2.8721477038241674,relax
rommel,2019-03-03 19:23:47.703843,-0.1519602718305912,-2.87330164988458,relax
rommel,2019-03-03 19:23:47.703931,-0.14720024433138898,-2.8782299611842586,relax
rommel,2019-03-03 19:23:47.704018,-0.1479214606191469,-2.8832063535697885,relax
rommel,2019-03-03 19:23:47.704106,-0.1460703388139016,-2.8816917993654965,relax
rommel,2019-03-03 19:23:47.704192,-0.14796954170499746,-2.8750325689751985,relax
rommel,2019-03-03 19:23:47.704281,-0.14787337953329638,-2.866017365378225,relax
rommel,2019-03-03 19:23:47.704367,-0.14260850063266364,-2.8655605950626453,relax
rommel,2019-03-03 19:23:47.704455,-0.14876287962153112,-2.8681569736985733,relax
rommel,2019-03-03 19:23:47.704542,-0.15034955545459852,-2.8682290953273486,relax
rommel,2019-03-03 19:23:47.704628,-0.1471281227026132,-2.870705271248651,relax
rommel,2019-03-03 19:23:47.704716,-0.14688771727336056,-2.863276743484745,relax
rommel,2019-03-03 19:23:47.704802,-0.14001212199673518,-2.8689743521580313,relax
rommel,2019-03-03 19:23:47.704888,-0.13746382444665722,-2.8652240274616916,relax
rommel,2019-03-03 19:23:47.704974,-0.14347396017797315,-2.865344230176317,relax
rommel,2019-03-03 19:23:47.705061,-0.1439066899506279,-2.866017365378225,relax
rommel,2019-03-03 19:23:47.705149,-0.14010828416843624,-2.859382175530852,relax
rommel,2019-03-03 19:23:47.705235,-0.1399400003679594,-2.8638296759720268,relax
rommel,2019-03-03 19:23:47.705322,-0.13594927024236564,-2.8620506757955564,relax
rommel,2019-03-03 19:23:47.705408,-0.13996404091088466,-2.8601514729044606,relax
rommel,2019-03-03 19:23:47.705495,-0.14030060851183834,-2.8651759463758406,relax
rommel,2019-03-03 19:23:47.705581,-0.13436259440929826,-2.8510401071357854,relax
rommel,2019-03-03 19:23:47.705667,-0.1318864184879961,-2.854309620973621,relax
rommel,2019-03-03 19:23:47.705753,-0.13171813468751925,-2.8573146888392795,relax
rommel,2019-03-03 19:23:47.705840,-0.13520401341168245,-2.8518094045093934,relax
rommel,2019-03-03 19:23:47.706057,-0.13804079747686354,-2.8535162830570875,relax
rommel,2019-03-03 19:23:47.706196,-0.13328076997766136,-2.8547663912892016,relax
rommel,2019-03-03 19:23:47.706386,-0.13296824291963294,-2.8531556749132085,relax
rommel,2019-03-03 19:23:47.706540,-0.13496360798242982,-2.8576031753543827,relax
rommel,2019-03-03 19:23:47.706688,-0.13248743206112767,-2.8541413371731443,relax
rommel,2019-03-03 19:23:47.706830,-0.13455491875270034,-2.855439526491109,relax
rommel,2019-03-03 19:23:47.706982,-0.1425123384609626,-2.8575070131826816,relax
rommel,2019-03-03 19:23:47.707137,-0.14102182479959624,-2.8568338779807743,relax
rommel,2019-03-03 19:23:48.129643,-0.13356925649276455,-2.8566896347232227,relax
rommel,2019-03-03 19:23:48.129847,-0.13599735132821614,-2.859069648472824,relax
rommel,2019-03-03 19:23:48.129949,-0.14090162208496992,-2.855872256263764,relax
rommel,2019-03-03 19:23:48.130041,-0.1366945270730488,-2.8553914454052585,relax
rommel,2019-03-03 19:23:48.130131,-0.13436259440929826,-2.8559203373496143,relax
rommel,2019-03-03 19:23:48.130219,-0.1347712836390277,-2.8554876075769595,relax
rommel,2019-03-03 19:23:48.130350,-0.1353001755833835,-2.852819107312255,relax
rommel,2019-03-03 19:23:48.130445,-0.12986701288227395,-2.857627215897308,relax
rommel,2019-03-03 19:23:48.130533,-0.1331846078059603,-2.858612878157244,relax
rommel,2019-03-03 19:23:48.130621,-0.13304036454840873,-2.8595023782454785,relax
rommel,2019-03-03 19:23:48.130709,-0.13231914826065086,-2.8579878240411873,relax
rommel,2019-03-03 19:23:48.130797,-0.12842458030675813,-2.8569059996095496,relax
rommel,2019-03-03 19:23:48.130885,-0.135708864813113,-2.8570021617812515,relax
rommel,2019-03-03 19:23:48.130971,-0.13241531043235188,-2.8560645806071663,relax
rommel,2019-03-03 19:23:48.131058,-0.1329201618337824,-2.8578676213265606,relax
rommel,2019-03-03 19:23:48.131145,-0.1349155268965793,-2.85375668848634,relax
rommel,2019-03-03 19:23:48.131232,-0.13224702663187504,-2.8545981074887243,relax
rommel,2019-03-03 19:23:48.131319,-0.1327999591191561,-2.8551029588901558,relax
rommel,2019-03-03 19:23:48.131407,-0.1350357296112056,-2.852939310026881,relax
rommel,2019-03-03 19:23:48.131494,-0.13469916201025192,-2.8541172966302186,relax
rommel,2019-03-03 19:23:48.131581,-0.13215086446017402,-2.854309620973621,relax
rommel,2019-03-03 19:23:48.131668,-0.13301632400548347,-2.8547183102033507,relax
rommel,2019-03-03 19:23:48.131754,-0.13450683766684982,-2.850703539534832,relax
rommel,2019-03-03 19:23:48.131842,-0.13719937847447933,-2.8563049860364185,relax
rommel,2019-03-03 19:23:48.131929,-0.13794463530516252,-2.853636485771714,relax
rommel,2019-03-03 19:23:48.132016,-0.13804079747686354,-2.8477465527550243,relax
rommel,2019-03-03 19:23:48.132102,-0.13335289160643715,-2.8521459721103475,relax
rommel,2019-03-03 19:23:48.132189,-0.13924282462312673,-2.8530354721985822,relax
rommel,2019-03-03 19:23:48.132275,-0.13479532418195295,-2.85375668848634,relax
rommel,2019-03-03 19:23:48.132363,-0.13573290535603827,-2.855415485948184,relax
rommel,2019-03-03 19:23:48.132450,-0.13799271639101304,-2.856160742778867,relax
rommel,2019-03-03 19:23:48.132537,-0.1349155268965793,-2.8537086074004896,relax
rommel,2019-03-03 19:23:48.132624,-0.14018040579721205,-2.8545500264028734,relax
rommel,2019-03-03 19:23:48.132710,-0.13751190553250778,-2.8550067967184543,relax
rommel,2019-03-03 19:23:48.132797,-0.1317421752304445,-2.8565934725515216,relax
rommel,2019-03-03 19:23:48.132884,-0.13243935097527715,-2.8545019453170237,relax
rommel,2019-03-03 19:23:48.338839,-0.13679068924474985,-2.8528671883981054,relax
rommel,2019-03-03 19:23:48.339043,-0.1372234190174046,-2.8501025259617,relax
rommel,2019-03-03 19:23:48.339144,-0.138353324534892,-2.855343364319408,relax
rommel,2019-03-03 19:23:48.339234,-0.13943514896652887,-2.8552952832335574,relax
rommel,2019-03-03 19:23:48.339323,-0.13671856761597406,-2.8531556749132085,relax
rommel,2019-03-03 19:23:48.339412,-0.13176621577336978,-2.8579637834982616,relax
rommel,2019-03-03 19:23:48.408225,-0.13441067549514876,-2.850198688133401,relax
rommel,2019-03-03 19:23:48.408429,-0.13414622952297087,-2.852121931567422,relax
rommel,2019-03-03 19:23:48.408529,-0.13383370246494244,-2.858949445758197,relax
rommel,2019-03-03 19:23:48.408621,-0.13364137812154034,-2.8595023782454785,relax
rommel,2019-03-03 19:23:48.479584,-0.13265571586160452,-2.8554635670340343,relax
rommel,2019-03-03 19:23:48.479789,-0.13527613504045824,-2.855511648119885,relax
rommel,2019-03-03 19:23:48.479892,-0.1307565129705087,-2.8527950667693296,relax
rommel,2019-03-03 19:23:48.479982,-0.13520401341168245,-2.8552712426906317,relax
rommel,2019-03-03 19:23:48.480095,-0.13888221647924778,-2.8517853639664685,relax
rommel,2019-03-03 19:23:48.480194,-0.1329922834625582,-2.848155241984754,relax
rommel,2019-03-03 19:23:48.480404,-0.13342501323521294,-2.852482539711301,relax
rommel,2019-03-03 19:23:48.480535,-0.13224702663187504,-2.8555356886628105,relax
rommel,2019-03-03 19:23:48.480683,-0.13116520220023814,-2.8549827561755285,relax
rommel,2019-03-03 19:23:48.480831,-0.13328076997766136,-2.8530354721985822,relax
rommel,2019-03-03 19:23:48.480981,-0.13368945920739084,-2.8545019453170237,relax
rommel,2019-03-03 19:23:48.481123,-0.13441067549514876,-2.853107593827358,relax
rommel,2019-03-03 19:23:48.481279,-0.13780039204761094,-2.8526989045976285,relax
rommel,2019-03-03 19:23:48.481435,-0.13804079747686354,-2.85243445862545,relax
rommel,2019-03-03 19:23:48.481582,-0.13914666245142568,-2.854790431832127,relax
rommel,2019-03-03 19:23:48.481736,-0.13606947295699195,-2.85736276992513,relax
rommel,2019-03-03 19:23:48.481887,-0.13171813468751925,-2.8575550942685317,relax
rommel,2019-03-03 19:23:48.548728,-0.12950640473839498,-2.858156107841664,relax
rommel,2019-03-03 19:23:48.548933,-0.12568395841327806,-2.8587571214147958,relax
rommel,2019-03-03 19:23:48.549034,-0.1275110396755981,-2.860391878333713,relax
rommel,2019-03-03 19:23:48.549126,-0.1340019862654193,-2.8593100539020764,relax
rommel,2019-03-03 19:23:48.694352,-0.1336654186644656,-2.8578195402407096,relax
rommel,2019-03-03 19:23:48.694425,-0.13241531043235188,-2.8578916618694867,relax
rommel,2019-03-03 19:23:48.694453,-0.13436259440929826,-2.8563049860364185,relax
rommel,2019-03-03 19:23:48.694477,-0.13453087820977508,-2.8540451750014437,relax
rommel,2019-03-03 19:23:48.694501,-0.13575694589896353,-2.852073850481572,relax
rommel,2019-03-03 19:23:48.694525,-0.13796867584808778,-2.8552231616047816,relax
rommel,2019-03-03 19:23:48.694548,-0.1399400003679594,-2.854958715632604,relax
rommel,2019-03-03 19:23:48.694571,-0.14119010860007308,-2.856641553637372,relax
rommel,2019-03-03 19:23:48.694594,-0.1396034327670057,-2.8553914454052585,relax
rommel,2019-03-03 19:23:48.694617,-0.1419834465166068,-2.8544779047740985,relax
rommel,2019-03-03 19:23:48.694641,-0.1404688923123152,-2.8564732698368958,relax
rommel,2019-03-03 19:23:48.694664,-0.14150263565810153,-2.8560645806071663,relax
rommel,2019-03-03 19:23:48.694687,-0.14126223022884887,-2.8566655941802974,relax
rommel,2019-03-03 19:23:48.694710,-0.13929090570897726,-2.8539730533726675,relax
rommel,2019-03-03 19:23:48.694733,-0.13638200001502038,-2.8565453914656715,relax
rommel,2019-03-03 19:23:48.694756,-0.13267975640452978,-2.85736276992513,relax
rommel,2019-03-03 19:23:48.694779,-0.13671856761597406,-2.8605842026771158,relax
rommel,2019-03-03 19:23:48.694802,-0.1320787428313982,-2.8605842026771158,relax
rommel,2019-03-03 19:23:48.694825,-0.13277591857623086,-2.8598389458464317,relax
rommel,2019-03-03 19:23:48.694848,-0.1343145133234477,-2.8668107032947585,relax
rommel,2019-03-03 19:23:48.694871,-0.1288332695364876,-2.8639258381437274,relax
rommel,2019-03-03 19:23:48.694896,-0.13152581034411712,-2.858949445758197,relax
rommel,2019-03-03 19:23:48.694927,-0.13085267514220975,-2.8605361215912652,relax
rommel,2019-03-03 19:23:48.694951,-0.13145368871534133,-2.8628440137120896,relax
rommel,2019-03-03 19:23:48.694974,-0.13118924274316346,-2.861281378421948,relax
rommel,2019-03-03 19:23:48.694997,-0.13255955368990344,-2.8633729056564463,relax
rommel,2019-03-03 19:23:48.695020,-0.13902645973679936,-2.862579567739912,relax
rommel,2019-03-03 19:23:48.695042,-0.13561270264141195,-2.8620747163384817,relax
rommel,2019-03-03 19:23:48.695066,-0.1347712836390277,-2.8618823919950795,relax
rommel,2019-03-03 19:23:48.695089,-0.13368945920739084,-2.8589254052152717,relax
rommel,2019-03-03 19:23:48.695112,-0.1405169733981657,-2.858829243043571,relax
rommel,2019-03-03 19:23:48.695135,-0.1380888785627141,-2.8596225809601052,relax
rommel,2019-03-03 19:23:48.695158,-0.13424239169467192,-2.863132500227193,relax
rommel,2019-03-03 19:23:48.695181,-0.13275187803330554,-2.8645749328027086,relax
rommel,2019-03-03 19:23:48.695204,-0.13710321630277827,-2.8642624057446806,relax
rommel,2019-03-03 19:23:48.695227,-0.1348434052678035,-2.8666183789513564,relax
rommel,2019-03-03 19:23:48.834658,-0.12945832365254445,-2.866113527549926,relax
rommel,2019-03-03 19:23:48.834863,-0.12933812093791813,-2.8658971626635985,relax
rommel,2019-03-03 19:23:48.834963,-0.1304920669983308,-2.8650557436612143,relax
rommel,2019-03-03 19:23:48.835055,-0.1306122697129571,-2.8658971626635985,relax
rommel,2019-03-03 19:23:48.835144,-0.1302276210261529,-2.867051108724011,relax
rommel,2019-03-03 19:23:48.835233,-0.13424239169467192,-2.865608676148496,relax
rommel,2019-03-03 19:23:48.835320,-0.1305641886271066,-2.861113094621471,relax
rommel,2019-03-03 19:23:48.835407,-0.12803993161995392,-2.8630363380554913,relax
rommel,2019-03-03 19:23:48.835494,-0.12669366121613915,-2.8608005675634427,relax
rommel,2019-03-03 19:23:48.835720,-0.12960256691009606,-2.8643345273734564,relax
rommel,2019-03-03 19:23:48.835830,-0.13130944545778975,-2.8628440137120896,relax
rommel,2019-03-03 19:23:48.835920,-0.1335932970356898,-2.8644547300880827,relax
rommel,2019-03-03 19:23:48.836008,-0.13383370246494244,-2.8610650135356206,relax
rommel,2019-03-03 19:23:48.836095,-0.1306843913417329,-2.8628199731691653,relax
rommel,2019-03-03 19:23:48.836181,-0.1286409451930855,-2.8616419865658265,relax
rommel,2019-03-03 19:23:48.836268,-0.1302276210261529,-2.8636613921715486,relax
rommel,2019-03-03 19:23:48.836354,-0.1340500673512698,-2.8652240274616916,relax
rommel,2019-03-03 19:23:48.836442,-0.1301554993973771,-2.8634931083710717,relax
rommel,2019-03-03 19:23:48.836529,-0.1279197289053276,-2.8606803648488164,relax
rommel,2019-03-03 19:23:48.836616,-0.12945832365254445,-2.8615939054799764,relax
rommel,2019-03-03 19:23:48.836704,-0.12933812093791813,-2.860439959419564,relax
rommel,2019-03-03 19:23:48.836791,-0.1318142968592203,-2.861810270366304,relax
rommel,2019-03-03 19:23:48.836878,-0.13320864834888554,-2.8625314866540617,relax
rommel,2019-03-03 19:23:48.836965,-0.13364137812154034,-2.8589254052152717,relax
rommel,2019-03-03 19:23:48.837052,-0.13760806770420886,-2.8584205538138416,relax
rommel,2019-03-03 19:23:48.837139,-0.13347309432106347,-2.861762189280453,relax
rommel,2019-03-03 19:23:48.837227,-0.13700705413107722,-2.861810270366304,relax
rommel,2019-03-03 19:23:48.837313,-0.13335289160643715,-2.8594302566167027,relax
rommel,2019-03-03 19:23:48.837401,-0.13183833740214554,-2.863204621855969,relax
rommel,2019-03-03 19:23:48.837488,-0.13198258065969715,-2.863637351628624,relax
rommel,2019-03-03 19:23:48.837575,-0.13215086446017402,-2.8617141081946027,relax
rommel,2019-03-03 19:23:48.837662,-0.12868902627893605,-2.86416624357298,relax
rommel,2019-03-03 19:23:48.837749,-0.13123732382901396,-2.862363202853585,relax
rommel,2019-03-03 19:23:48.837835,-0.13215086446017402,-2.861233297336097,relax
rommel,2019-03-03 19:23:48.837921,-0.133064405091334,-2.8613294595077985,relax
rommel,2019-03-03 19:23:48.838040,-0.1284486208496834,-2.8633729056564463,relax
rommel,2019-03-03 19:23:48.904408,-0.12986701288227395,-2.8624353244823606,relax
rommel,2019-03-03 19:23:48.904612,-0.13212682391724873,-2.8609688513639195,relax
rommel,2019-03-03 19:23:48.904712,-0.12919387768036655,-2.862146837967257,relax
rommel,2019-03-03 19:23:48.904804,-0.12779952619070128,-2.860992891906845,relax
rommel,2019-03-03 19:23:48.904892,-0.12635709361518546,-2.8629401758837907,relax
rommel,2019-03-03 19:23:48.904981,-0.1298429723393487,-2.8633729056564463,relax
rommel,2019-03-03 19:23:48.905069,-0.1341221889800456,-2.8632527029418195,relax
rommel,2019-03-03 19:23:48.905157,-0.1329922834625582,-2.8609688513639195,relax
rommel,2019-03-03 19:23:48.905245,-0.13229510771772554,-2.8631565407701185,relax
